"","country","year","word_tokens","nrc","bing"
"240","Albania","2021","2020",NA,NA
"241","Albania","2021","2020",NA,NA
"242","Albania","2021","opposition","anger","negative"
"243","Albania","2021","opposition","anger","negative"
"244","Albania","2021","opposition","negative","negative"
"245","Albania","2021","opposition","negative","negative"
"246","Albania","2021","democratic",NA,NA
"247","Albania","2021","democratic",NA,NA
"248","Albania","2021","democratic",NA,NA
"249","Albania","2021","democratic",NA,NA
"250","Albania","2021","democratic",NA,NA
"251","Albania","2021","party",NA,NA
"252","Albania","2021","party",NA,NA
"253","Albania","2021","party",NA,NA
"254","Albania","2021","party",NA,NA
"255","Albania","2021","dp",NA,NA
"256","Albania","2021","dp",NA,NA
"257","Albania","2021","socialist","anger",NA
"258","Albania","2021","socialist","anger",NA
"259","Albania","2021","socialist","anger",NA
"260","Albania","2021","socialist","disgust",NA
"261","Albania","2021","socialist","disgust",NA
"262","Albania","2021","socialist","disgust",NA
"263","Albania","2021","socialist","fear",NA
"264","Albania","2021","socialist","fear",NA
"265","Albania","2021","socialist","fear",NA
"266","Albania","2021","socialist","negative",NA
"267","Albania","2021","socialist","negative",NA
"268","Albania","2021","socialist","negative",NA
"269","Albania","2021","socialist","sadness",NA
"270","Albania","2021","socialist","sadness",NA
"271","Albania","2021","socialist","sadness",NA
"272","Albania","2021","movement",NA,NA
"273","Albania","2021","movement",NA,NA
"274","Albania","2021","integration",NA,NA
"275","Albania","2021","integration",NA,NA
"276","Albania","2021","smi",NA,NA
"277","Albania","2021","smi",NA,NA
"278","Albania","2021","boycotted",NA,NA
"279","Albania","2021","parliament","trust",NA
"280","Albania","2021","parliament","trust",NA
"281","Albania","2021","parliament","trust",NA
"282","Albania","2021","february",NA,NA
"283","Albania","2021","2019",NA,NA
"284","Albania","2021","2019",NA,NA
"285","Albania","2021","parliamentary",NA,NA
"286","Albania","2021","parliamentary",NA,NA
"287","Albania","2021","parliamentary",NA,NA
"288","Albania","2021","extra","positive",NA
"289","Albania","2021","parliamentary",NA,NA
"290","Albania","2021","parliamentary",NA,NA
"291","Albania","2021","parliamentary",NA,NA
"292","Albania","2021","political",NA,NA
"293","Albania","2021","political",NA,NA
"294","Albania","2021","political",NA,NA
"295","Albania","2021","political",NA,NA
"296","Albania","2021","actors",NA,NA
"297","Albania","2021","representatives",NA,NA
"298","Albania","2021","representatives",NA,NA
"299","Albania","2021","boycotting",NA,NA
"300","Albania","2021","parties",NA,NA
"301","Albania","2021","1",NA,NA
"302","Albania","2021","build","positive",NA
"303","Albania","2021","consensus",NA,NA
"304","Albania","2021","consensus",NA,NA
"305","Albania","2021","consensus",NA,NA
"306","Albania","2021","electoral",NA,NA
"307","Albania","2021","electoral",NA,NA
"308","Albania","2021","electoral",NA,NA
"309","Albania","2021","electoral",NA,NA
"310","Albania","2021","electoral",NA,NA
"311","Albania","2021","electoral",NA,NA
"312","Albania","2021","electoral",NA,NA
"313","Albania","2021","reform","positive","positive"
"314","Albania","2021","reform","positive","positive"
"315","Albania","2021","consensus",NA,NA
"316","Albania","2021","consensus",NA,NA
"317","Albania","2021","consensus",NA,NA
"318","Albania","2021","reached",NA,NA
"319","Albania","2021","june",NA,NA
"320","Albania","2021","5",NA,NA
"321","Albania","2021","5",NA,NA
"322","Albania","2021","5",NA,NA
"323","Albania","2021","5",NA,NA
"324","Albania","2021","2020",NA,NA
"325","Albania","2021","2020",NA,NA
"326","Albania","2021","2020",NA,NA
"327","Albania","2021","2020",NA,NA
"328","Albania","2021","2020",NA,NA
"329","Albania","2021","2020",NA,NA
"330","Albania","2021","2020",NA,NA
"331","Albania","2021","materialized",NA,NA
"332","Albania","2021","legal","positive",NA
"333","Albania","2021","legal","positive",NA
"334","Albania","2021","legal","positive",NA
"335","Albania","2021","legal","trust",NA
"336","Albania","2021","legal","trust",NA
"337","Albania","2021","legal","trust",NA
"338","Albania","2021","amendments",NA,NA
"339","Albania","2021","amendments",NA,NA
"340","Albania","2021","amendments",NA,NA
"341","Albania","2021","amendments",NA,NA
"342","Albania","2021","electoral",NA,NA
"343","Albania","2021","electoral",NA,NA
"344","Albania","2021","electoral",NA,NA
"345","Albania","2021","electoral",NA,NA
"346","Albania","2021","electoral",NA,NA
"347","Albania","2021","electoral",NA,NA
"348","Albania","2021","electoral",NA,NA
"349","Albania","2021","code",NA,NA
"350","Albania","2021","code",NA,NA
"351","Albania","2021","code",NA,NA
"352","Albania","2021","july",NA,NA
"353","Albania","2021","july",NA,NA
"354","Albania","2021","23",NA,NA
"355","Albania","2021","ruling",NA,NA
"356","Albania","2021","socialist","anger",NA
"357","Albania","2021","socialist","anger",NA
"358","Albania","2021","socialist","anger",NA
"359","Albania","2021","socialist","disgust",NA
"360","Albania","2021","socialist","disgust",NA
"361","Albania","2021","socialist","disgust",NA
"362","Albania","2021","socialist","fear",NA
"363","Albania","2021","socialist","fear",NA
"364","Albania","2021","socialist","fear",NA
"365","Albania","2021","socialist","negative",NA
"366","Albania","2021","socialist","negative",NA
"367","Albania","2021","socialist","negative",NA
"368","Albania","2021","socialist","sadness",NA
"369","Albania","2021","socialist","sadness",NA
"370","Albania","2021","socialist","sadness",NA
"371","Albania","2021","party",NA,NA
"372","Albania","2021","party",NA,NA
"373","Albania","2021","party",NA,NA
"374","Albania","2021","party",NA,NA
"375","Albania","2021","sp",NA,NA
"376","Albania","2021","sp",NA,NA
"377","Albania","2021","sp",NA,NA
"378","Albania","2021","amended",NA,NA
"379","Albania","2021","constitution",NA,NA
"380","Albania","2021","constitution",NA,NA
"381","Albania","2021","constitution",NA,NA
"382","Albania","2021","july",NA,NA
"383","Albania","2021","july",NA,NA
"384","Albania","2021","30",NA,NA
"385","Albania","2021","electoral",NA,NA
"386","Albania","2021","electoral",NA,NA
"387","Albania","2021","electoral",NA,NA
"388","Albania","2021","electoral",NA,NA
"389","Albania","2021","electoral",NA,NA
"390","Albania","2021","electoral",NA,NA
"391","Albania","2021","electoral",NA,NA
"392","Albania","2021","code",NA,NA
"393","Albania","2021","code",NA,NA
"394","Albania","2021","code",NA,NA
"395","Albania","2021","october",NA,NA
"396","Albania","2021","5",NA,NA
"397","Albania","2021","5",NA,NA
"398","Albania","2021","5",NA,NA
"399","Albania","2021","5",NA,NA
"400","Albania","2021","consensus",NA,NA
"401","Albania","2021","consensus",NA,NA
"402","Albania","2021","consensus",NA,NA
"403","Albania","2021","opposition","anger","negative"
"404","Albania","2021","opposition","anger","negative"
"405","Albania","2021","opposition","negative","negative"
"406","Albania","2021","opposition","negative","negative"
"407","Albania","2021","democratic",NA,NA
"408","Albania","2021","democratic",NA,NA
"409","Albania","2021","democratic",NA,NA
"410","Albania","2021","democratic",NA,NA
"411","Albania","2021","democratic",NA,NA
"412","Albania","2021","party",NA,NA
"413","Albania","2021","party",NA,NA
"414","Albania","2021","party",NA,NA
"415","Albania","2021","party",NA,NA
"416","Albania","2021","dp",NA,NA
"417","Albania","2021","dp",NA,NA
"418","Albania","2021","socialist","anger",NA
"419","Albania","2021","socialist","anger",NA
"420","Albania","2021","socialist","anger",NA
"421","Albania","2021","socialist","disgust",NA
"422","Albania","2021","socialist","disgust",NA
"423","Albania","2021","socialist","disgust",NA
"424","Albania","2021","socialist","fear",NA
"425","Albania","2021","socialist","fear",NA
"426","Albania","2021","socialist","fear",NA
"427","Albania","2021","socialist","negative",NA
"428","Albania","2021","socialist","negative",NA
"429","Albania","2021","socialist","negative",NA
"430","Albania","2021","socialist","sadness",NA
"431","Albania","2021","socialist","sadness",NA
"432","Albania","2021","socialist","sadness",NA
"433","Albania","2021","movement",NA,NA
"434","Albania","2021","movement",NA,NA
"435","Albania","2021","integration",NA,NA
"436","Albania","2021","integration",NA,NA
"437","Albania","2021","smi",NA,NA
"438","Albania","2021","smi",NA,NA
"439","Albania","2021","party",NA,NA
"440","Albania","2021","party",NA,NA
"441","Albania","2021","party",NA,NA
"442","Albania","2021","party",NA,NA
"443","Albania","2021","candidate","positive",NA
"444","Albania","2021","lists",NA,NA
"445","Albania","2021","parliamentary",NA,NA
"446","Albania","2021","parliamentary",NA,NA
"447","Albania","2021","parliamentary",NA,NA
"448","Albania","2021","elections",NA,NA
"449","Albania","2021","elections",NA,NA
"450","Albania","2021","elections",NA,NA
"451","Albania","2021","elections",NA,NA
"452","Albania","2021","elections",NA,NA
"453","Albania","2021","elections",NA,NA
"454","Albania","2021","change","fear",NA
"455","Albania","2021","supported","positive","positive"
"456","Albania","2021","70",NA,NA
"457","Albania","2021","percent",NA,NA
"458","Albania","2021","population","positive",NA
"459","Albania","2021","2",NA,NA
"460","Albania","2021","joint",NA,NA
"461","Albania","2021","report",NA,NA
"462","Albania","2021","venice",NA,NA
"463","Albania","2021","venice",NA,NA
"464","Albania","2021","venice",NA,NA
"465","Albania","2021","commission","trust",NA
"466","Albania","2021","commission","trust",NA
"467","Albania","2021","office",NA,NA
"468","Albania","2021","democratic",NA,NA
"469","Albania","2021","democratic",NA,NA
"470","Albania","2021","democratic",NA,NA
"471","Albania","2021","democratic",NA,NA
"472","Albania","2021","democratic",NA,NA
"473","Albania","2021","institutions",NA,NA
"474","Albania","2021","institutions",NA,NA
"475","Albania","2021","institutions",NA,NA
"476","Albania","2021","institutions",NA,NA
"477","Albania","2021","human",NA,NA
"478","Albania","2021","rights",NA,NA
"479","Albania","2021","rights",NA,NA
"480","Albania","2021","odihr",NA,NA
"481","Albania","2021","organization","anticipation",NA
"482","Albania","2021","organization","joy",NA
"483","Albania","2021","organization","positive",NA
"484","Albania","2021","organization","surprise",NA
"485","Albania","2021","organization","trust",NA
"486","Albania","2021","security",NA,NA
"487","Albania","2021","operation","fear",NA
"488","Albania","2021","operation","trust",NA
"489","Albania","2021","europe",NA,NA
"490","Albania","2021","osce",NA,NA
"491","Albania","2021","found","joy",NA
"492","Albania","2021","found","positive",NA
"493","Albania","2021","found","trust",NA
"494","Albania","2021","sp’s",NA,NA
"495","Albania","2021","sp’s",NA,NA
"496","Albania","2021","amendments",NA,NA
"497","Albania","2021","amendments",NA,NA
"498","Albania","2021","amendments",NA,NA
"499","Albania","2021","amendments",NA,NA
"500","Albania","2021","electoral",NA,NA
"501","Albania","2021","electoral",NA,NA
"502","Albania","2021","electoral",NA,NA
"503","Albania","2021","electoral",NA,NA
"504","Albania","2021","electoral",NA,NA
"505","Albania","2021","electoral",NA,NA
"506","Albania","2021","electoral",NA,NA
"507","Albania","2021","reforms",NA,"positive"
"508","Albania","2021","adopted",NA,NA
"509","Albania","2021","hastily",NA,"negative"
"510","Albania","2021","constitutional","positive",NA
"511","Albania","2021","constitutional","positive",NA
"512","Albania","2021","constitutional","positive",NA
"513","Albania","2021","constitutional","trust",NA
"514","Albania","2021","constitutional","trust",NA
"515","Albania","2021","constitutional","trust",NA
"516","Albania","2021","amendments",NA,NA
"517","Albania","2021","amendments",NA,NA
"518","Albania","2021","amendments",NA,NA
"519","Albania","2021","amendments",NA,NA
"520","Albania","2021","basic",NA,NA
"521","Albania","2021","rules",NA,NA
"522","Albania","2021","democratic",NA,NA
"523","Albania","2021","democratic",NA,NA
"524","Albania","2021","democratic",NA,NA
"525","Albania","2021","democratic",NA,NA
"526","Albania","2021","democratic",NA,NA
"527","Albania","2021","law","trust",NA
"528","Albania","2021","law","trust",NA
"529","Albania","2021","3",NA,NA
"530","Albania","2021","president","positive",NA
"531","Albania","2021","president","positive",NA
"532","Albania","2021","president","positive",NA
"533","Albania","2021","president","positive",NA
"534","Albania","2021","president","trust",NA
"535","Albania","2021","president","trust",NA
"536","Albania","2021","president","trust",NA
"537","Albania","2021","president","trust",NA
"538","Albania","2021","ilir",NA,NA
"539","Albania","2021","meta",NA,NA
"540","Albania","2021","meta",NA,NA
"541","Albania","2021","active",NA,NA
"542","Albania","2021","political",NA,NA
"543","Albania","2021","political",NA,NA
"544","Albania","2021","political",NA,NA
"545","Albania","2021","political",NA,NA
"546","Albania","2021","agent",NA,NA
"547","Albania","2021","2020",NA,NA
"548","Albania","2021","2020",NA,NA
"549","Albania","2021","2020",NA,NA
"550","Albania","2021","2020",NA,NA
"551","Albania","2021","2020",NA,NA
"552","Albania","2021","2020",NA,NA
"553","Albania","2021","2020",NA,NA
"554","Albania","2021","actions",NA,NA
"555","Albania","2021","actions",NA,NA
"556","Albania","2021","unusual",NA,"negative"
"557","Albania","2021","head",NA,NA
"558","Albania","2021","constitutionally",NA,NA
"559","Albania","2021","represents",NA,NA
"560","Albania","2021","unity","positive","positive"
"561","Albania","2021","unity","trust","positive"
"562","Albania","2021","people",NA,NA
"563","Albania","2021","march","positive",NA
"564","Albania","2021","march","positive",NA
"565","Albania","2021","president","positive",NA
"566","Albania","2021","president","positive",NA
"567","Albania","2021","president","positive",NA
"568","Albania","2021","president","positive",NA
"569","Albania","2021","president","trust",NA
"570","Albania","2021","president","trust",NA
"571","Albania","2021","president","trust",NA
"572","Albania","2021","president","trust",NA
"573","Albania","2021","meta",NA,NA
"574","Albania","2021","meta",NA,NA
"575","Albania","2021","organized","positive",NA
"576","Albania","2021","organized","positive",NA
"577","Albania","2021","organized","positive",NA
"578","Albania","2021","antigovernment",NA,NA
"579","Albania","2021","rally",NA,NA
"580","Albania","2021","accused","anger",NA
"581","Albania","2021","accused","fear",NA
"582","Albania","2021","accused","negative",NA
"583","Albania","2021","prime","positive",NA
"584","Albania","2021","minister",NA,NA
"585","Albania","2021","minister",NA,NA
"586","Albania","2021","minister",NA,NA
"587","Albania","2021","edi",NA,NA
"588","Albania","2021","rama",NA,NA
"589","Albania","2021","attempting",NA,NA
"590","Albania","2021","putsch",NA,NA
"591","Albania","2021","justice","positive",NA
"592","Albania","2021","justice","positive",NA
"593","Albania","2021","justice","positive",NA
"594","Albania","2021","justice","trust",NA
"595","Albania","2021","justice","trust",NA
"596","Albania","2021","justice","trust",NA
"597","Albania","2021","system","trust",NA
"598","Albania","2021","system","trust",NA
"599","Albania","2021","system","trust",NA
"600","Albania","2021","links",NA,NA
"601","Albania","2021","international",NA,NA
"602","Albania","2021","organized","positive",NA
"603","Albania","2021","organized","positive",NA
"604","Albania","2021","organized","positive",NA
"605","Albania","2021","crime","anger","negative"
"606","Albania","2021","crime","anger","negative"
"607","Albania","2021","crime","negative","negative"
"608","Albania","2021","crime","negative","negative"
"609","Albania","2021","attacks",NA,"negative"
"610","Albania","2021","attacks",NA,"negative"
"611","Albania","2021","attacks",NA,"negative"
"612","Albania","2021","constitution",NA,NA
"613","Albania","2021","constitution",NA,NA
"614","Albania","2021","constitution",NA,NA
"615","Albania","2021","4",NA,NA
"616","Albania","2021","view",NA,NA
"617","Albania","2021","opinion",NA,NA
"618","Albania","2021","venice",NA,NA
"619","Albania","2021","venice",NA,NA
"620","Albania","2021","venice",NA,NA
"621","Albania","2021","commission","trust",NA
"622","Albania","2021","commission","trust",NA
"623","Albania","2021","parliament","trust",NA
"624","Albania","2021","parliament","trust",NA
"625","Albania","2021","parliament","trust",NA
"626","Albania","2021","dropped",NA,NA
"627","Albania","2021","impeachment","negative",NA
"628","Albania","2021","charges",NA,NA
"629","Albania","2021","president","positive",NA
"630","Albania","2021","president","positive",NA
"631","Albania","2021","president","positive",NA
"632","Albania","2021","president","positive",NA
"633","Albania","2021","president","trust",NA
"634","Albania","2021","president","trust",NA
"635","Albania","2021","president","trust",NA
"636","Albania","2021","president","trust",NA
"637","Albania","2021","5",NA,NA
"638","Albania","2021","5",NA,NA
"639","Albania","2021","5",NA,NA
"640","Albania","2021","5",NA,NA
"641","Albania","2021","albanian",NA,NA
"642","Albania","2021","albanian",NA,NA
"643","Albania","2021","albanian",NA,NA
"644","Albania","2021","albanian",NA,NA
"645","Albania","2021","economy","trust",NA
"646","Albania","2021","suffered",NA,"negative"
"647","Albania","2021","sharp",NA,"positive"
"648","Albania","2021","recession","anger","negative"
"649","Albania","2021","recession","disgust","negative"
"650","Albania","2021","recession","fear","negative"
"651","Albania","2021","recession","negative","negative"
"652","Albania","2021","recession","sadness","negative"
"653","Albania","2021","due",NA,NA
"654","Albania","2021","impact",NA,NA
"655","Albania","2021","november",NA,NA
"656","Albania","2021","2019",NA,NA
"657","Albania","2021","2019",NA,NA
"658","Albania","2021","earthquake","anger",NA
"659","Albania","2021","earthquake","fear",NA
"660","Albania","2021","earthquake","negative",NA
"661","Albania","2021","earthquake","sadness",NA
"662","Albania","2021","earthquake","surprise",NA
"663","Albania","2021","districts",NA,NA
"664","Albania","2021","durres",NA,NA
"665","Albania","2021","durres",NA,NA
"666","Albania","2021","tirana",NA,NA
"667","Albania","2021","tirana",NA,NA
"668","Albania","2021","kruja",NA,NA
"669","Albania","2021","covid",NA,NA
"670","Albania","2021","covid",NA,NA
"671","Albania","2021","covid",NA,NA
"672","Albania","2021","19",NA,NA
"673","Albania","2021","19",NA,NA
"674","Albania","2021","19",NA,NA
"675","Albania","2021","19",NA,NA
"676","Albania","2021","pandemic","fear",NA
"677","Albania","2021","pandemic","fear",NA
"678","Albania","2021","pandemic","fear",NA
"679","Albania","2021","pandemic","negative",NA
"680","Albania","2021","pandemic","negative",NA
"681","Albania","2021","pandemic","negative",NA
"682","Albania","2021","pandemic","sadness",NA
"683","Albania","2021","pandemic","sadness",NA
"684","Albania","2021","pandemic","sadness",NA
"685","Albania","2021","emergency","fear","negative"
"686","Albania","2021","emergency","negative","negative"
"687","Albania","2021","emergency","sadness","negative"
"688","Albania","2021","emergency","surprise","negative"
"689","Albania","2021","national",NA,NA
"690","Albania","2021","national",NA,NA
"691","Albania","2021","national",NA,NA
"692","Albania","2021","lockdown",NA,NA
"693","Albania","2021","declared",NA,NA
"694","Albania","2021","government","fear",NA
"695","Albania","2021","government","fear",NA
"696","Albania","2021","government","fear",NA
"697","Albania","2021","government","fear",NA
"698","Albania","2021","government","fear",NA
"699","Albania","2021","government","fear",NA
"700","Albania","2021","government","negative",NA
"701","Albania","2021","government","negative",NA
"702","Albania","2021","government","negative",NA
"703","Albania","2021","government","negative",NA
"704","Albania","2021","government","negative",NA
"705","Albania","2021","government","negative",NA
"706","Albania","2021","advantage","positive","positive"
"707","Albania","2021","pandemic","fear",NA
"708","Albania","2021","pandemic","fear",NA
"709","Albania","2021","pandemic","fear",NA
"710","Albania","2021","pandemic","negative",NA
"711","Albania","2021","pandemic","negative",NA
"712","Albania","2021","pandemic","negative",NA
"713","Albania","2021","pandemic","sadness",NA
"714","Albania","2021","pandemic","sadness",NA
"715","Albania","2021","pandemic","sadness",NA
"716","Albania","2021","suppress","anger","negative"
"717","Albania","2021","suppress","fear","negative"
"718","Albania","2021","suppress","negative","negative"
"719","Albania","2021","suppress","sadness","negative"
"720","Albania","2021","civil","positive",NA
"721","Albania","2021","civil","positive",NA
